Site Name ,EXTRA-FRCH,,,
Site Number ,6,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11618,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
2017,2/7/2020, 13:15:00,12683,12683
2018,2/7/2020, 13:30:00,11097,11097
2019,2/7/2020, 13:45:00,12975,12975
2020,2/7/2020, 14:00:00,14965,14965
2021,2/7/2020, 14:15:00,15476,15476
2022,2/7/2020, 14:30:00,13347,13347
2023,2/7/2020, 14:45:00,14465,14465
2024,2/7/2020, 15:00:00,12872,12872
2025,2/7/2020, 15:15:00,20752,20752
2026,2/7/2020, 15:30:00,36573,36573
2027,2/7/2020, 15:45:00,33513,33513
2028,2/7/2020, 16:00:00,30293,30293
2029,2/7/2020, 16:15:00,46245,46245
2030,2/7/2020, 16:30:00,45071,45071
2031,2/7/2020, 16:45:00,29599,29599
2032,2/7/2020, 17:00:00,38303,38303
2033,2/7/2020, 17:15:00,38378,38378
2034,2/7/2020, 17:30:00,36806,36806
2035,2/7/2020, 17:45:00,35840,35840
2036,2/7/2020, 18:00:00,34458,34458
2037,2/7/2020, 18:15:00,32533,32533
2038,2/7/2020, 18:30:00,30917,30917
2039,2/7/2020, 18:45:00,29150,29150
2040,2/7/2020, 19:00:00,27581,27581
2041,2/7/2020, 19:15:00,25887,25887
2042,2/7/2020, 19:30:00,24124,24124
2043,2/7/2020, 19:45:00,22235,22235
2044,2/7/2020, 20:00:00,19514,19514
2045,2/7/2020, 20:15:00,18526,18526
2046,2/7/2020, 20:30:00,14564,14564
2047,2/7/2020, 20:45:00,14877,14877
2048,2/7/2020, 21:00:00,11603,11603
2049,2/7/2020, 21:15:00,10115,10115
2050,2/7/2020, 21:30:00,3878,3878
2051,2/7/2020, 21:45:00,3275,3275
2052,2/7/2020, 22:00:00,3849,3849
2053,2/7/2020, 22:15:00,2474,2474
2054,2/7/2020, 22:30:00,1953,1953
2055,2/7/2020, 22:45:00,1563,1563
2056,2/7/2020, 23:00:00,1464,1464
2057,2/7/2020, 23:15:00,1280,1280
2058,2/7/2020, 23:30:00,1085,1085
2059,2/7/2020, 23:45:00,841,841
2060,2/7/2020, 24:00:00,619,619
2061,3/7/2020, 00:15:00,453,453
2062,3/7/2020, 00:30:00,319,319
2063,3/7/2020, 00:45:00,230,230
2064,3/7/2020, 01:00:00,172,172
2065,3/7/2020, 01:15:00,142,142
2066,3/7/2020, 01:30:00,128,128
2067,3/7/2020, 01:45:00,106,106
2068,3/7/2020, 02:00:00,90,90
2069,3/7/2020, 02:15:00,87,87
2070,3/7/2020, 02:30:00,91,91
2071,3/7/2020, 02:45:00,112,112
2072,3/7/2020, 03:00:00,144,144
2073,3/7/2020, 03:15:00,191,191
2074,3/7/2020, 03:30:00,265,265
2075,3/7/2020, 03:45:00,370,370
2076,3/7/2020, 04:00:00,525,525
2077,3/7/2020, 04:15:00,742,742
2078,3/7/2020, 04:30:00,978,978
2079,3/7/2020, 04:45:00,1237,1237
2080,3/7/2020, 05:00:00,1513,1513
2081,3/7/2020, 05:15:00,1824,1824
2082,3/7/2020, 05:30:00,2134,2134
2083,3/7/2020, 05:45:00,2540,2540
2084,3/7/2020, 06:00:00,2721,2721
2085,3/7/2020, 06:15:00,4219,4219
2086,3/7/2020, 06:30:00,4860,4860
2087,3/7/2020, 06:45:00,3367,3367
2088,3/7/2020, 07:00:00,5651,5651
2089,3/7/2020, 07:15:00,10481,10481
2090,3/7/2020, 07:30:00,14648,14648
2091,3/7/2020, 07:45:00,16577,16577
2092,3/7/2020, 08:00:00,18199,18199
2093,3/7/2020, 08:15:00,20685,20685
2094,3/7/2020, 08:30:00,25531,25531
2095,3/7/2020, 08:45:00,17603,17603
2096,3/7/2020, 09:00:00,11475,11475
2097,3/7/2020, 09:15:00,10148,10148
2098,3/7/2020, 09:30:00,16792,16792
2099,3/7/2020, 09:45:00,31622,31622
2100,3/7/2020, 10:00:00,32727,32727
2101,3/7/2020, 10:15:00,29578,29578
2102,3/7/2020, 10:30:00,24354,24354
2103,3/7/2020, 10:45:00,24827,24827
2104,3/7/2020, 11:00:00,14638,14638
2105,3/7/2020, 11:15:00,37093,37093
2106,3/7/2020, 11:30:00,40970,40970
2107,3/7/2020, 11:45:00,43828,43828
2108,3/7/2020, 12:00:00,39002,39002
2109,3/7/2020, 12:15:00,21305,21305
2110,3/7/2020, 12:30:00,22312,22312
2111,3/7/2020, 12:45:00,47845,47845
2112,3/7/2020, 13:00:00,49618,49618
2113,3/7/2020, 13:15:00,48626,48626
2114,3/7/2020, 13:30:00,47920,47920
2115,3/7/2020, 13:45:00,48195,48195
2116,3/7/2020, 14:00:00,33906,33906
2117,3/7/2020, 14:15:00,29796,29796
2118,3/7/2020, 14:30:00,48561,48561
2119,3/7/2020, 14:45:00,46919,46919
2120,3/7/2020, 15:00:00,47663,47663
2121,3/7/2020, 15:15:00,47337,47337
2122,3/7/2020, 15:30:00,44866,44866
2123,3/7/2020, 15:45:00,45901,45901
2124,3/7/2020, 16:00:00,45875,45875
2125,3/7/2020, 16:15:00,43572,43572
2126,3/7/2020, 16:30:00,35406,35406
2127,3/7/2020, 16:45:00,38591,38591
2128,3/7/2020, 17:00:00,32569,32569
2129,3/7/2020, 17:15:00,41108,41108
2130,3/7/2020, 17:30:00,34264,34264
2131,3/7/2020, 17:45:00,39451,39451
2132,3/7/2020, 18:00:00,23790,23790
2133,3/7/2020, 18:15:00,22640,22640
2134,3/7/2020, 18:30:00,18750,18750
2135,3/7/2020, 18:45:00,26455,26455
2136,3/7/2020, 19:00:00,19210,19210
2137,3/7/2020, 19:15:00,15137,15137
2138,3/7/2020, 19:30:00,17223,17223
2139,3/7/2020, 19:45:00,11738,11738
2140,3/7/2020, 20:00:00,11496,11496
2141,3/7/2020, 20:15:00,7440,7440
2142,3/7/2020, 20:30:00,10310,10310
2143,3/7/2020, 20:45:00,5783,5783
2144,3/7/2020, 21:00:00,4720,4720
2145,3/7/2020, 21:15:00,3856,3856
2146,3/7/2020, 21:30:00,3344,3344
2147,3/7/2020, 21:45:00,2892,2892
2148,3/7/2020, 22:00:00,2848,2848
2149,3/7/2020, 22:15:00,2835,2835
2150,3/7/2020, 22:30:00,2187,2187
2151,3/7/2020, 22:45:00,2027,2027
2152,3/7/2020, 23:00:00,1605,1605
2153,3/7/2020, 23:15:00,1277,1277
2154,3/7/2020, 23:30:00,942,942
2155,3/7/2020, 23:45:00,571,571
2156,3/7/2020, 24:00:00,417,417
2157,4/7/2020, 00:15:00,309,309
2158,4/7/2020, 00:30:00,245,245
2159,4/7/2020, 00:45:00,205,205
2160,4/7/2020, 01:00:00,158,158
2161,4/7/2020, 01:15:00,119,119
2162,4/7/2020, 01:30:00,96,96
2163,4/7/2020, 01:45:00,82,82
2164,4/7/2020, 02:00:00,76,76
2165,4/7/2020, 02:15:00,82,82
2166,4/7/2020, 02:30:00,92,92
2167,4/7/2020, 02:45:00,113,113
2168,4/7/2020, 03:00:00,147,147
2169,4/7/2020, 03:15:00,198,198
2170,4/7/2020, 03:30:00,270,270
2171,4/7/2020, 03:45:00,378,378
2172,4/7/2020, 04:00:00,518,518
2173,4/7/2020, 04:15:00,692,692
2174,4/7/2020, 04:30:00,898,898
2175,4/7/2020, 04:45:00,1089,1089
2176,4/7/2020, 05:00:00,1225,1225
2177,4/7/2020, 05:15:00,1416,1416
2178,4/7/2020, 05:30:00,1659,1659
2179,4/7/2020, 05:45:00,2012,2012
2180,4/7/2020, 06:00:00,3251,3251
2181,4/7/2020, 06:15:00,3855,3855
2182,4/7/2020, 06:30:00,3542,3542
2183,4/7/2020, 06:45:00,3035,3035
2184,4/7/2020, 07:00:00,3464,3464
2185,4/7/2020, 07:15:00,4249,4249
2186,4/7/2020, 07:30:00,7229,7229
2187,4/7/2020, 07:45:00,10644,10644
2188,4/7/2020, 08:00:00,18759,18759
2189,4/7/2020, 08:15:00,20875,20875
2190,4/7/2020, 08:30:00,23527,23527
2191,4/7/2020, 08:45:00,19765,19765
2192,4/7/2020, 09:00:00,10123,10123
2193,4/7/2020, 09:15:00,22093,22093
2194,4/7/2020, 09:30:00,15284,15284
2195,4/7/2020, 09:45:00,23692,23692
2196,4/7/2020, 10:00:00,22866,22866
2197,4/7/2020, 10:15:00,14447,14447
2198,4/7/2020, 10:30:00,8021,8021
2199,4/7/2020, 10:45:00,11578,11578
2200,4/7/2020, 11:00:00,26075,26075
2201,4/7/2020, 11:15:00,12797,12797
2202,4/7/2020, 11:30:00,10854,10854
2203,4/7/2020, 11:45:00,23428,23428
2204,4/7/2020, 12:00:00,33988,33988
2205,4/7/2020, 12:15:00,46518,46518
2206,4/7/2020, 12:30:00,33938,33938
2207,4/7/2020, 12:45:00,47574,47574
2208,4/7/2020, 13:00:00,36455,36455
2209,4/7/2020, 13:15:00,35621,35621
2210,4/7/2020, 13:30:00,47107,47107
2211,4/7/2020, 13:45:00,46488,46488
2212,4/7/2020, 14:00:00,46666,46666
2213,4/7/2020, 14:15:00,38712,38712
2214,4/7/2020, 14:30:00,40622,40622
2215,4/7/2020, 14:45:00,46532,46532
2216,4/7/2020, 15:00:00,47406,47406
2217,4/7/2020, 15:15:00,46322,46322
2218,4/7/2020, 15:30:00,47837,47837
2219,4/7/2020, 15:45:00,45099,45099
2220,4/7/2020, 16:00:00,38983,38983
2221,4/7/2020, 16:15:00,43815,43815
2222,4/7/2020, 16:30:00,45155,45155
2223,4/7/2020, 16:45:00,42400,42400
2224,4/7/2020, 17:00:00,39533,39533
2225,4/7/2020, 17:15:00,38246,38246
2226,4/7/2020, 17:30:00,37117,37117
2227,4/7/2020, 17:45:00,29377,29377
2228,4/7/2020, 18:00:00,31988,31988
2229,4/7/2020, 18:15:00,32956,32956
2230,4/7/2020, 18:30:00,31337,31337
2231,4/7/2020, 18:45:00,31027,31027
2232,4/7/2020, 19:00:00,23684,23684
2233,4/7/2020, 19:15:00,23055,23055
2234,4/7/2020, 19:30:00,22228,22228
2235,4/7/2020, 19:45:00,19399,19399
2236,4/7/2020, 20:00:00,14542,14542
2237,4/7/2020, 20:15:00,13120,13120
2238,4/7/2020, 20:30:00,12125,12125
2239,4/7/2020, 20:45:00,13661,13661
2240,4/7/2020, 21:00:00,6545,6545
2241,4/7/2020, 21:15:00,4205,4205
2242,4/7/2020, 21:30:00,3944,3944
2243,4/7/2020, 21:45:00,3782,3782
2244,4/7/2020, 22:00:00,4363,4363
2245,4/7/2020, 22:15:00,3051,3051
2246,4/7/2020, 22:30:00,2372,2372
2247,4/7/2020, 22:45:00,1803,1803
2248,4/7/2020, 23:00:00,1431,1431
2249,4/7/2020, 23:15:00,1096,1096
2250,4/7/2020, 23:30:00,876,876
2251,4/7/2020, 23:45:00,677,677
2252,4/7/2020, 24:00:00,493,493
2253,5/7/2020, 00:15:00,354,354
2254,5/7/2020, 00:30:00,258,258
2255,5/7/2020, 00:45:00,188,188
2256,5/7/2020, 01:00:00,134,134
2257,5/7/2020, 01:15:00,101,101
2258,5/7/2020, 01:30:00,82,82
2259,5/7/2020, 01:45:00,69,69
2260,5/7/2020, 02:00:00,60,60
2261,5/7/2020, 02:15:00,63,63
2262,5/7/2020, 02:30:00,72,72
2263,5/7/2020, 02:45:00,89,89
2264,5/7/2020, 03:00:00,119,119
2265,5/7/2020, 03:15:00,164,164
2266,5/7/2020, 03:30:00,235,235
2267,5/7/2020, 03:45:00,320,320
2268,5/7/2020, 04:00:00,460,460
2269,5/7/2020, 04:15:00,720,720
2270,5/7/2020, 04:30:00,948,948
2271,5/7/2020, 04:45:00,1063,1063
2272,5/7/2020, 05:00:00,1254,1254
2273,5/7/2020, 05:15:00,1553,1553
2274,5/7/2020, 05:30:00,1903,1903
2275,5/7/2020, 05:45:00,2218,2218
2276,5/7/2020, 06:00:00,2545,2545
2277,5/7/2020, 06:15:00,3934,3934
2278,5/7/2020, 06:30:00,4056,4056
2279,5/7/2020, 06:45:00,3271,3271
2280,5/7/2020, 07:00:00,5206,5206
2281,5/7/2020, 07:15:00,10339,10339
2282,5/7/2020, 07:30:00,13840,13840
2283,5/7/2020, 07:45:00,14884,14884
2284,5/7/2020, 08:00:00,17233,17233
2285,5/7/2020, 08:15:00,19358,19358
2286,5/7/2020, 08:30:00,20520,20520
2287,5/7/2020, 08:45:00,18926,18926
2288,5/7/2020, 09:00:00,9225,9225
2289,5/7/2020, 09:15:00,22041,22041
2290,5/7/2020, 09:30:00,28085,28085
2291,5/7/2020, 09:45:00,29593,29593
2292,5/7/2020, 10:00:00,31093,31093
2293,5/7/2020, 10:15:00,27193,27193
2294,5/7/2020, 10:30:00,34050,34050
2295,5/7/2020, 10:45:00,35533,35533
2296,5/7/2020, 11:00:00,36775,36775
2297,5/7/2020, 11:15:00,38008,38008
2298,5/7/2020, 11:30:00,39287,39287
2299,5/7/2020, 11:45:00,40436,40436
2300,5/7/2020, 12:00:00,41810,41810
2301,5/7/2020, 12:15:00,37671,37671
2302,5/7/2020, 12:30:00,41380,41380
2303,5/7/2020, 12:45:00,44507,44507
2304,5/7/2020, 13:00:00,37899,37899
2305,5/7/2020, 13:15:00,47432,47432
2306,5/7/2020, 13:30:00,32793,32793
2307,5/7/2020, 13:45:00,43422,43422
2308,5/7/2020, 14:00:00,20210,20210
2309,5/7/2020, 14:15:00,27918,27918
2310,5/7/2020, 14:30:00,28773,28773
2311,5/7/2020, 14:45:00,32106,32106
2312,5/7/2020, 15:00:00,46505,46505
2313,5/7/2020, 15:15:00,47629,47629
2314,5/7/2020, 15:30:00,45919,45919
2315,5/7/2020, 15:45:00,39005,39005
2316,5/7/2020, 16:00:00,44896,44896
2317,5/7/2020, 16:15:00,43454,43454
2318,5/7/2020, 16:30:00,42093,42093
2319,5/7/2020, 16:45:00,42573,42573
2320,5/7/2020, 17:00:00,38923,38923
2321,5/7/2020, 17:15:00,38684,38684
2322,5/7/2020, 17:30:00,31784,31784
2323,5/7/2020, 17:45:00,31302,31302
2324,5/7/2020, 18:00:00,23374,23374
2325,5/7/2020, 18:15:00,17199,17199
2326,5/7/2020, 18:30:00,14756,14756
2327,5/7/2020, 18:45:00,12530,12530
2328,5/7/2020, 19:00:00,13194,13194
2329,5/7/2020, 19:15:00,10379,10379
2330,5/7/2020, 19:30:00,9302,9302
2331,5/7/2020, 19:45:00,9831,9831
2332,5/7/2020, 20:00:00,9515,9515
2333,5/7/2020, 20:15:00,8231,8231
2334,5/7/2020, 20:30:00,6667,6667
2335,5/7/2020, 20:45:00,6002,6002
2336,5/7/2020, 21:00:00,5855,5855
2337,5/7/2020, 21:15:00,5309,5309
2338,5/7/2020, 21:30:00,4350,4350
2339,5/7/2020, 21:45:00,4013,4013
2340,5/7/2020, 22:00:00,4402,4402
2341,5/7/2020, 22:15:00,3242,3242
2342,5/7/2020, 22:30:00,2693,2693
2343,5/7/2020, 22:45:00,2574,2574
2344,5/7/2020, 23:00:00,2367,2367
2345,5/7/2020, 23:15:00,1716,1716
2346,5/7/2020, 23:30:00,1325,1325
2347,5/7/2020, 23:45:00,890,890
2348,5/7/2020, 24:00:00,519,519
2349,6/7/2020, 00:15:00,341,341
2350,6/7/2020, 00:30:00,236,236
2351,6/7/2020, 00:45:00,181,181
2352,6/7/2020, 01:00:00,165,165
2353,6/7/2020, 01:15:00,129,129
2354,6/7/2020, 01:30:00,98,98
2355,6/7/2020, 01:45:00,85,85
2356,6/7/2020, 02:00:00,80,80
2357,6/7/2020, 02:15:00,84,84
2358,6/7/2020, 02:30:00,96,96
2359,6/7/2020, 02:45:00,117,117
2360,6/7/2020, 03:00:00,157,157
2361,6/7/2020, 03:15:00,204,204
2362,6/7/2020, 03:30:00,261,261
2363,6/7/2020, 03:45:00,350,350
2364,6/7/2020, 04:00:00,470,470
2365,6/7/2020, 04:15:00,618,618
2366,6/7/2020, 04:30:00,800,800
2367,6/7/2020, 04:45:00,1019,1019
2368,6/7/2020, 05:00:00,1364,1364
2369,6/7/2020, 05:15:00,1747,1747
2370,6/7/2020, 05:30:00,2058,2058
2371,6/7/2020, 05:45:00,3044,3044
2372,6/7/2020, 06:00:00,3448,3448
2373,6/7/2020, 06:15:00,4233,4233
2374,6/7/2020, 06:30:00,3495,3495
2375,6/7/2020, 06:45:00,3010,3010
2376,6/7/2020, 07:00:00,4777,4777
2377,6/7/2020, 07:15:00,9711,9711
2378,6/7/2020, 07:30:00,10717,10717
2379,6/7/2020, 07:45:00,15145,15145
2380,6/7/2020, 08:00:00,18131,18131
2381,6/7/2020, 08:15:00,20415,20415
2382,6/7/2020, 08:30:00,22729,22729
2383,6/7/2020, 08:45:00,21501,21501
2384,6/7/2020, 09:00:00,15029,15029
2385,6/7/2020, 09:15:00,30719,30719
2386,6/7/2020, 09:30:00,32517,32517
2387,6/7/2020, 09:45:00,29207,29207
2388,6/7/2020, 10:00:00,22211,22211
2389,6/7/2020, 10:15:00,21431,21431
2390,6/7/2020, 10:30:00,28348,28348
2391,6/7/2020, 10:45:00,31239,31239
2392,6/7/2020, 11:00:00,34185,34185
2393,6/7/2020, 11:15:00,37314,37314
2394,6/7/2020, 11:30:00,32908,32908
2395,6/7/2020, 11:45:00,29920,29920
2396,6/7/2020, 12:00:00,30149,30149
2397,6/7/2020, 12:15:00,34971,34971
2398,6/7/2020, 12:30:00,35490,35490
2399,6/7/2020, 12:45:00,39793,39793
2400,6/7/2020, 13:00:00,34967,34967
2401,6/7/2020, 13:15:00,43783,43783
2402,6/7/2020, 13:30:00,47710,47710
2403,6/7/2020, 13:45:00,45360,45360
2404,6/7/2020, 14:00:00,33724,33724
2405,6/7/2020, 14:15:00,47937,47937
2406,6/7/2020, 14:30:00,33891,33891
2407,6/7/2020, 14:45:00,42860,42860
2408,6/7/2020, 15:00:00,22533,22533
2409,6/7/2020, 15:15:00,38799,38799
2410,6/7/2020, 15:30:00,33221,33221
2411,6/7/2020, 15:45:00,19614,19614
2412,6/7/2020, 16:00:00,19856,19856
2413,6/7/2020, 16:15:00,26361,26361
2414,6/7/2020, 16:30:00,42425,42425
2415,6/7/2020, 16:45:00,25900,25900
2416,6/7/2020, 17:00:00,4028,4028
2417,6/7/2020, 17:15:00,1612,1612
2418,6/7/2020, 17:30:00,2294,2294
2419,6/7/2020, 17:45:00,5888,5888
2420,6/7/2020, 18:00:00,8273,8273
2421,6/7/2020, 18:15:00,19016,19016
2422,6/7/2020, 18:30:00,9554,9554
2423,6/7/2020, 18:45:00,9108,9108
2424,6/7/2020, 19:00:00,12593,12593
2425,6/7/2020, 19:15:00,9352,9352
2426,6/7/2020, 19:30:00,10688,10688
2427,6/7/2020, 19:45:00,7670,7670
2428,6/7/2020, 20:00:00,6766,6766
2429,6/7/2020, 20:15:00,4233,4233
2430,6/7/2020, 20:30:00,4999,4999
2431,6/7/2020, 20:45:00,8142,8142
2432,6/7/2020, 21:00:00,6107,6107
2433,6/7/2020, 21:15:00,7916,7916
2434,6/7/2020, 21:30:00,3568,3568
2435,6/7/2020, 21:45:00,3524,3524
2436,6/7/2020, 22:00:00,2549,2549
2437,6/7/2020, 22:15:00,1897,1897
2438,6/7/2020, 22:30:00,1523,1523
2439,6/7/2020, 22:45:00,1271,1271
2440,6/7/2020, 23:00:00,1114,1114
2441,6/7/2020, 23:15:00,812,812
2442,6/7/2020, 23:30:00,587,587
2443,6/7/2020, 23:45:00,575,575
2444,6/7/2020, 24:00:00,325,325
2445,7/7/2020, 00:15:00,229,229
2446,7/7/2020, 00:30:00,167,167
2447,7/7/2020, 00:45:00,125,125
2448,7/7/2020, 01:00:00,94,94
2449,7/7/2020, 01:15:00,69,69
2450,7/7/2020, 01:30:00,53,53
2451,7/7/2020, 01:45:00,47,47
2452,7/7/2020, 02:00:00,50,50
2453,7/7/2020, 02:15:00,54,54
2454,7/7/2020, 02:30:00,66,66
2455,7/7/2020, 02:45:00,84,84
2456,7/7/2020, 03:00:00,111,111
2457,7/7/2020, 03:15:00,146,146
2458,7/7/2020, 03:30:00,212,212
2459,7/7/2020, 03:45:00,330,330
2460,7/7/2020, 04:00:00,466,466
2461,7/7/2020, 04:15:00,554,554
2462,7/7/2020, 04:30:00,793,793
2463,7/7/2020, 04:45:00,1193,1193
2464,7/7/2020, 05:00:00,1363,1363
2465,7/7/2020, 05:15:00,1810,1810
2466,7/7/2020, 05:30:00,2060,2060
2467,7/7/2020, 05:45:00,2071,2071
2468,7/7/2020, 06:00:00,1911,1911
2469,7/7/2020, 06:15:00,3145,3145
2470,7/7/2020, 06:30:00,2585,2585
2471,7/7/2020, 06:45:00,2529,2529
2472,7/7/2020, 07:00:00,3917,3917
2473,7/7/2020, 07:15:00,9148,9148
2474,7/7/2020, 07:30:00,13087,13087
2475,7/7/2020, 07:45:00,15350,15350
2476,7/7/2020, 08:00:00,15809,15809
2477,7/7/2020, 08:15:00,17044,17044
2478,7/7/2020, 08:30:00,19575,19575
2479,7/7/2020, 08:45:00,17240,17240
2480,7/7/2020, 09:00:00,8997,8997
2481,7/7/2020, 09:15:00,22792,22792
2482,7/7/2020, 09:30:00,27803,27803
2483,7/7/2020, 09:45:00,29973,29973
2484,7/7/2020, 10:00:00,31749,31749
2485,7/7/2020, 10:15:00,27637,27637
2486,7/7/2020, 10:30:00,34764,34764
2487,7/7/2020, 10:45:00,36181,36181
2488,7/7/2020, 11:00:00,37520,37520
2489,7/7/2020, 11:15:00,38676,38676
2490,7/7/2020, 11:30:00,39950,39950
2491,7/7/2020, 11:45:00,41116,41116
2492,7/7/2020, 12:00:00,42180,42180
2493,7/7/2020, 12:15:00,43200,43200
2494,7/7/2020, 12:30:00,44218,44218
2495,7/7/2020, 12:45:00,45292,45292
2496,7/7/2020, 13:00:00,46112,46112
2497,7/7/2020, 13:15:00,47042,47042
2498,7/7/2020, 13:30:00,44743,44743
2499,7/7/2020, 13:45:00,46260,46260
2500,7/7/2020, 14:00:00,48099,48099
2501,7/7/2020, 14:15:00,48080,48080
2502,7/7/2020, 14:30:00,47515,47515
2503,7/7/2020, 14:45:00,48056,48056
2504,7/7/2020, 15:00:00,48123,48123
2505,7/7/2020, 15:15:00,26939,26939
2506,7/7/2020, 15:30:00,36691,36691
2507,7/7/2020, 15:45:00,27543,27543
2508,7/7/2020, 16:00:00,22377,22377
2509,7/7/2020, 16:15:00,30698,30698
2510,7/7/2020, 16:30:00,33396,33396
2511,7/7/2020, 16:45:00,40492,40492
2512,7/7/2020, 17:00:00,37874,37874
2513,7/7/2020, 17:15:00,14250,14250
2514,7/7/2020, 17:30:00,15411,15411
2515,7/7/2020, 17:45:00,22165,22165
2516,7/7/2020, 18:00:00,42542,42542
2517,7/7/2020, 18:15:00,15305,15305
2518,7/7/2020, 18:30:00,3538,3538
2519,7/7/2020, 18:45:00,1955,1955
2520,7/7/2020, 19:00:00,2001,2001
2521,7/7/2020, 19:15:00,4517,4517
2522,7/7/2020, 19:30:00,6164,6164
2523,7/7/2020, 19:45:00,3713,3713
2524,7/7/2020, 20:00:00,7377,7377
2525,7/7/2020, 20:15:00,6255,6255
2526,7/7/2020, 20:30:00,6166,6166
2527,7/7/2020, 20:45:00,8977,8977
2528,7/7/2020, 21:00:00,11640,11640
2529,7/7/2020, 21:15:00,10165,10165
2530,7/7/2020, 21:30:00,3933,3933
2531,7/7/2020, 21:45:00,166,166
2532,7/7/2020, 22:00:00,171,171
2533,7/7/2020, 22:15:00,261,261
2534,7/7/2020, 22:30:00,251,251
2535,7/7/2020, 22:45:00,483,483
2536,7/7/2020, 23:00:00,427,427
2537,7/7/2020, 23:15:00,249,249
2538,7/7/2020, 23:30:00,245,245
2539,7/7/2020, 23:45:00,346,346
2540,7/7/2020, 24:00:00,365,365
2541,8/7/2020, 00:15:00,116,116
2542,8/7/2020, 00:30:00,43,43
2543,8/7/2020, 00:45:00,31,31
2544,8/7/2020, 01:00:00,20,20
2545,8/7/2020, 01:15:00,10,10
2546,8/7/2020, 01:30:00,6,6
2547,8/7/2020, 01:45:00,7,7
2548,8/7/2020, 02:00:00,6,6
2549,8/7/2020, 02:15:00,5,5
2550,8/7/2020, 02:30:00,7,7
2551,8/7/2020, 02:45:00,9,9
2552,8/7/2020, 03:00:00,8,8
2553,8/7/2020, 03:15:00,12,12
2554,8/7/2020, 03:30:00,14,14
2555,8/7/2020, 03:45:00,20,20
2556,8/7/2020, 04:00:00,32,32
2557,8/7/2020, 04:15:00,54,54
2558,8/7/2020, 04:30:00,80,80
2559,8/7/2020, 04:45:00,121,121
2560,8/7/2020, 05:00:00,220,220
2561,8/7/2020, 05:15:00,367,367
2562,8/7/2020, 05:30:00,487,487
2563,8/7/2020, 05:45:00,494,494
2564,8/7/2020, 06:00:00,495,495
2565,8/7/2020, 06:15:00,1161,1161
2566,8/7/2020, 06:30:00,1588,1588
2567,8/7/2020, 06:45:00,2349,2349
2568,8/7/2020, 07:00:00,2185,2185
2569,8/7/2020, 07:15:00,2197,2197
2570,8/7/2020, 07:30:00,2066,2066
2571,8/7/2020, 07:45:00,2030,2030
2572,8/7/2020, 08:00:00,1862,1862
2573,8/7/2020, 08:15:00,2237,2237
2574,8/7/2020, 08:30:00,2383,2383
2575,8/7/2020, 08:45:00,2507,2507
2576,8/7/2020, 09:00:00,2477,2477
2577,8/7/2020, 09:15:00,2773,2773
2578,8/7/2020, 09:30:00,3813,3813
2579,8/7/2020, 09:45:00,3715,3715
2580,8/7/2020, 10:00:00,3772,3772
2581,8/7/2020, 10:15:00,5266,5266
2582,8/7/2020, 10:30:00,7625,7625
2583,8/7/2020, 10:45:00,8576,8576
2584,8/7/2020, 11:00:00,7616,7616
2585,8/7/2020, 11:15:00,6155,6155
2586,8/7/2020, 11:30:00,7650,7650
2587,8/7/2020, 11:45:00,6717,6717
2588,8/7/2020, 12:00:00,6027,6027
2589,8/7/2020, 12:15:00,8064,8064
2590,8/7/2020, 12:30:00,6001,6001
2591,8/7/2020, 12:45:00,7491,7491
2592,8/7/2020, 13:00:00,8963,8963
2593,8/7/2020, 13:15:00,8971,8971
2594,8/7/2020, 13:30:00,11253,11253
2595,8/7/2020, 13:45:00,15570,15570
2596,8/7/2020, 14:00:00,18354,18354
2597,8/7/2020, 14:15:00,13037,13037
2598,8/7/2020, 14:30:00,14675,14675
2599,8/7/2020, 14:45:00,12708,12708
2600,8/7/2020, 15:00:00,10934,10934
2601,8/7/2020, 15:15:00,12254,12254
2602,8/7/2020, 15:30:00,13001,13001
2603,8/7/2020, 15:45:00,10909,10909
2604,8/7/2020, 16:00:00,11166,11166
2605,8/7/2020, 16:15:00,15208,15208
2606,8/7/2020, 16:30:00,19243,19243
2607,8/7/2020, 16:45:00,22219,22219
2608,8/7/2020, 17:00:00,20741,20741
2609,8/7/2020, 17:15:00,24118,24118
2610,8/7/2020, 17:30:00,27425,27425
2611,8/7/2020, 17:45:00,27759,27759
2612,8/7/2020, 18:00:00,24335,24335
2613,8/7/2020, 18:15:00,30934,30934
2614,8/7/2020, 18:30:00,32899,32899
2615,8/7/2020, 18:45:00,18852,18852
2616,8/7/2020, 19:00:00,31740,31740
2617,8/7/2020, 19:15:00,25450,25450
2618,8/7/2020, 19:30:00,27630,27630
2619,8/7/2020, 19:45:00,27253,27253
2620,8/7/2020, 20:00:00,16203,16203
2621,8/7/2020, 20:15:00,19879,19879
2622,8/7/2020, 20:30:00,15844,15844
2623,8/7/2020, 20:45:00,17294,17294
2624,8/7/2020, 21:00:00,8181,8181
2625,8/7/2020, 21:15:00,5561,5561
2626,8/7/2020, 21:30:00,4287,4287
2627,8/7/2020, 21:45:00,3173,3173
2628,8/7/2020, 22:00:00,2526,2526
2629,8/7/2020, 22:15:00,2423,2423
2630,8/7/2020, 22:30:00,2125,2125
