"Site","DateTime","PT1","PT2","MeanDischarge"
"POKE",2019-06-03 06:45:00,318.649515295112,374.01584377565,346.332679535381
"POKE",2019-06-03 07:00:00,320.993579286223,375.516126538988,348.254852912606
"POKE",2019-06-03 07:15:00,320.21222462252,371.015278248974,345.613751435747
"POKE",2019-06-03 07:30:00,320.21222462252,374.01584377565,347.114034199085
"POKE",2019-06-03 07:45:00,322.556288613631,375.516126538988,349.036207576309
"POKE",2019-06-03 08:00:00,322.556288613631,372.515561012312,347.535924812971
"POKE",2019-06-03 08:15:00,319.430869958816,372.515561012312,345.973215485564
"POKE",2019-06-03 08:30:00,320.21222462252,375.516126538988,347.864175580754
"POKE",2019-06-03 08:45:00,318.649515295112,375.516126538988,347.08282091705
"POKE",2019-06-03 09:00:00,319.430869958816,374.01584377565,346.723356867233
"POKE",2019-06-03 09:15:00,317.868160631409,375.516126538988,346.692143585198
"POKE",2019-06-03 09:30:00,317.868160631409,372.515561012312,345.19186082186
"POKE",2019-06-03 09:45:00,317.868160631409,375.516126538988,346.692143585198
"POKE",2019-06-03 10:00:00,316.305451304001,375.516126538988,345.910788921495
"POKE",2019-06-03 10:15:00,317.086805967705,375.516126538988,346.301466253346
"POKE",2019-06-03 10:30:00,315.524096640298,378.516692065664,347.020394352981
"POKE",2019-06-03 10:45:00,313.96138731289,377.016409302326,345.488898307608
"POKE",2019-06-03 11:00:00,314.742741976594,375.516126538988,345.129434257791
"POKE",2019-06-03 11:15:00,313.96138731289,374.01584377565,343.98861554427
"POKE",2019-06-03 11:30:00,313.96138731289,375.516126538988,344.738756925939
"POKE",2019-06-03 11:45:00,313.180032649187,372.515561012312,342.847796830749
"POKE",2019-06-03 12:00:00,311.61732332178,374.01584377565,342.816583548715
"POKE",2019-06-03 12:15:00,313.180032649187,372.515561012312,342.847796830749
"POKE",2019-06-03 12:30:00,310.835968658076,374.01584377565,342.425906216863
"POKE",2019-06-03 12:45:00,311.61732332178,374.01584377565,342.816583548715
"POKE",2019-06-03 13:00:00,310.835968658076,375.516126538988,343.176047598532
"POKE",2019-06-03 13:15:00,312.398677985483,377.016409302326,344.707543643904
"POKE",2019-06-03 13:30:00,313.180032649187,374.01584377565,343.597938212418
"POKE",2019-06-03 13:45:00,313.96138731289,377.016409302326,345.488898307608
"POKE",2019-06-03 14:00:00,313.96138731289,378.516692065664,346.239039689277
"POKE",2019-06-03 14:15:00,311.61732332178,375.516126538988,343.566724930384
"POKE",2019-06-03 14:30:00,313.180032649187,375.516126538988,344.348079594087
"POKE",2019-06-03 14:45:00,313.180032649187,378.516692065664,345.848362357425
"POKE",2019-06-03 15:00:00,314.742741976594,375.516126538988,345.129434257791
"POKE",2019-06-03 15:15:00,313.180032649187,375.516126538988,344.348079594087
"POKE",2019-06-03 15:30:00,312.398677985483,375.516126538988,343.957402262235
"POKE",2019-06-03 15:45:00,312.398677985483,372.515561012312,342.457119498898
"POKE",2019-06-03 16:00:00,313.180032649187,374.01584377565,343.597938212418
"POKE",2019-06-03 16:15:00,313.180032649187,374.01584377565,343.597938212418
"POKE",2019-06-03 16:30:00,313.180032649187,378.516692065664,345.848362357425
"POKE",2019-06-03 16:45:00,313.96138731289,378.516692065664,346.239039689277
"POKE",2019-06-03 17:00:00,313.96138731289,374.01584377565,343.98861554427
"POKE",2019-06-03 17:15:00,313.180032649187,372.515561012312,342.847796830749
"POKE",2019-06-03 17:30:00,313.180032649187,372.515561012312,342.847796830749
"POKE",2019-06-03 17:45:00,311.61732332178,372.515561012312,342.066442167046
"POKE",2019-06-03 18:00:00,312.398677985483,369.514995485636,340.95683673556
"POKE",2019-06-03 18:15:00,311.61732332178,371.015278248974,341.316300785377
"POKE",2019-06-03 18:30:00,311.61732332178,372.515561012312,342.066442167046
"POKE",2019-06-03 18:45:00,310.835968658076,369.514995485636,340.175482071856
"POKE",2019-06-03 19:00:00,310.054613994372,371.015278248974,340.534946121673
"POKE",2019-06-03 19:15:00,310.835968658076,369.514995485636,340.175482071856
"POKE",2019-06-03 19:30:00,309.273259330669,365.014147195623,337.143703263146
"POKE",2019-06-03 19:45:00,310.054613994372,368.014712722298,339.034663358335
"POKE",2019-06-03 20:00:00,308.491904666965,365.014147195623,336.753025931294
"POKE",2019-06-03 20:15:00,308.491904666965,366.51442995896,337.503167312963
"POKE",2019-06-03 20:30:00,309.273259330669,365.014147195623,337.143703263146
"POKE",2019-06-03 20:45:00,308.491904666965,365.014147195623,336.753025931294
"POKE",2019-06-03 21:00:00,307.710550003261,363.513864432285,335.612207217773
"POKE",2019-06-03 21:15:00,306.147840675854,360.513298905609,333.330569790731
"POKE",2019-06-03 21:30:00,308.491904666965,366.51442995896,337.503167312963
"POKE",2019-06-03 21:45:00,306.929195339558,360.513298905609,333.721247122583
"POKE",2019-06-03 22:00:00,305.36648601215,360.513298905609,332.93989245888
"POKE",2019-06-03 22:15:00,306.929195339558,363.513864432285,335.221529885921
"POKE",2019-06-03 22:30:00,306.929195339558,363.513864432285,335.221529885921
"POKE",2019-06-03 22:45:00,306.929195339558,363.513864432285,335.221529885921
"POKE",2019-06-03 23:00:00,306.147840675854,360.513298905609,333.330569790731
"POKE",2019-06-03 23:15:00,306.929195339558,360.513298905609,333.721247122583
"POKE",2019-06-03 23:30:00,306.147840675854,359.013016142271,332.580428409062
"POKE",2019-06-03 23:45:00,306.147840675854,354.512167852257,330.330004264056
"POKE",2019-06-04 00:00:00,305.36648601215,357.512733378933,331.439609695542
"POKE",2019-06-04 00:15:00,305.36648601215,359.013016142271,332.189751077211
"POKE",2019-06-04 00:30:00,304.585131348447,356.012450615595,330.298790982021
"POKE",2019-06-04 00:45:00,303.803776684743,354.512167852257,329.1579722685
"POKE",2019-06-04 01:00:00,304.585131348447,354.512167852257,329.548649600352
"POKE",2019-06-04 01:15:00,304.585131348447,353.011885088919,328.798508218683
"POKE",2019-06-04 01:30:00,304.585131348447,353.011885088919,328.798508218683
"POKE",2019-06-04 01:45:00,303.803776684743,353.011885088919,328.407830886831
"POKE",2019-06-04 02:00:00,303.022422021039,353.011885088919,328.017153554979
"POKE",2019-06-04 02:15:00,303.803776684743,353.011885088919,328.407830886831
"POKE",2019-06-04 02:30:00,302.241067357336,353.011885088919,327.626476223127
"POKE",2019-06-04 02:45:00,303.803776684743,348.511036798906,326.157406741824
"POKE",2019-06-04 03:00:00,302.241067357336,348.511036798906,325.376052078121
"POKE",2019-06-04 03:15:00,303.022422021039,347.010754035568,325.016588028303
