"Site","DateTime","PT1Q","PT2Q","MeanDischarge"
"FRCH",2019-07-21 15:15:00,124.996763435546,128.097783067135,126.547273251341
"FRCH",2019-07-21 15:30:00,130.578549197367,129.869131661084,130.223840429225
"FRCH",2019-07-21 15:45:00,126.857358689486,129.869131661084,128.363245175285
"FRCH",2019-07-21 16:00:00,126.857358689486,131.640480255033,129.24891947226
"FRCH",2019-07-21 16:15:00,126.857358689486,133.411828848982,130.134593769234
"FRCH",2019-07-21 16:30:00,126.857358689486,131.640480255033,129.24891947226
"FRCH",2019-07-21 16:45:00,128.717953943427,131.640480255033,130.17921709923
"FRCH",2019-07-21 17:00:00,128.717953943427,131.640480255033,130.17921709923
"FRCH",2019-07-21 17:15:00,128.717953943427,129.869131661084,129.293542802255
"FRCH",2019-07-21 17:30:00,132.439144451307,138.72587463083,135.582509541068
"FRCH",2019-07-21 17:45:00,128.717953943427,133.411828848982,131.064891396204
"FRCH",2019-07-21 18:00:00,128.717953943427,135.183177442932,131.950565693179
"FRCH",2019-07-21 18:15:00,128.717953943427,133.411828848982,131.064891396204
"FRCH",2019-07-21 18:30:00,123.136168181606,126.326434473186,124.731301327396
"FRCH",2019-07-21 18:45:00,126.857358689486,124.555085879237,125.706222284362
"FRCH",2019-07-21 19:00:00,124.996763435546,135.183177442932,130.089970439239
"FRCH",2019-07-21 19:15:00,119.414977673726,126.326434473186,122.870706073456
"FRCH",2019-07-21 19:30:00,124.996763435546,128.097783067135,126.547273251341
"FRCH",2019-07-21 19:45:00,126.857358689486,129.869131661084,128.363245175285
"FRCH",2019-07-21 20:00:00,128.717953943427,129.869131661084,129.293542802255
"FRCH",2019-07-21 20:15:00,130.578549197367,135.183177442932,132.880863320149
"FRCH",2019-07-21 20:30:00,130.578549197367,133.411828848982,131.995189023175
"FRCH",2019-07-21 20:45:00,130.578549197367,133.411828848982,131.995189023175
"FRCH",2019-07-21 21:00:00,132.439144451307,136.954526036881,134.696835244094
"FRCH",2019-07-21 21:15:00,134.299739705247,138.72587463083,136.512807168038
"FRCH",2019-07-21 21:30:00,134.299739705247,136.954526036881,135.627132871064
"FRCH",2019-07-21 21:45:00,136.160334959187,142.268571818728,139.214453388958
"FRCH",2019-07-21 22:00:00,138.020930213127,142.268571818728,140.144751015928
"FRCH",2019-07-21 22:15:00,136.160334959187,142.268571818728,139.214453388958
"FRCH",2019-07-21 22:30:00,138.020930213127,138.72587463083,138.373402421978
"FRCH",2019-07-21 22:45:00,138.020930213127,142.268571818728,140.144751015928
"FRCH",2019-07-21 23:00:00,136.160334959187,135.183177442932,135.671756201059
"FRCH",2019-07-21 23:15:00,138.020930213127,136.954526036881,137.487728125004
"FRCH",2019-07-21 23:30:00,134.299739705247,136.954526036881,135.627132871064
"FRCH",2019-07-21 23:45:00,136.160334959187,136.954526036881,136.557430498034
"FRCH",2019-07-22 00:00:00,134.299739705247,136.954526036881,135.627132871064
"FRCH",2019-07-22 00:15:00,132.439144451307,133.411828848982,132.925486650145
"FRCH",2019-07-22 00:30:00,132.439144451307,135.183177442932,133.811160947119
"FRCH",2019-07-22 00:45:00,128.717953943427,133.411828848982,131.064891396204
"FRCH",2019-07-22 01:00:00,130.578549197367,133.411828848982,131.995189023175
"FRCH",2019-07-22 01:15:00,128.717953943427,131.640480255033,130.17921709923
"FRCH",2019-07-22 01:30:00,126.857358689486,131.640480255033,129.24891947226
"FRCH",2019-07-22 01:45:00,128.717953943427,131.640480255033,130.17921709923
"FRCH",2019-07-22 02:00:00,123.136168181606,128.097783067135,125.616975624371
"FRCH",2019-07-22 02:15:00,119.414977673726,128.097783067135,123.756380370431
"FRCH",2019-07-22 02:30:00,121.275572927666,126.326434473186,123.801003700426
"FRCH",2019-07-22 02:45:00,124.996763435546,129.869131661084,127.432947548315
