"","date","GPP.daily","GPP.daily.sd","ER.daily","ER.daily.sd","K600.daily","K600.daily.sd","warnings","errors"
"81",2021-08-06,3.4503683664072,0.231836147004792,-3.89438505479386,0.364588480339348,1.71607194633715,0.349650868440631,"overall warnings",""
"82",2021-08-07,3.59976523375827,0.232116101406408,-5.23970605540135,0.431775908294647,3.75244568305369,0.366838989603602,"overall warnings",""
"83",2021-08-08,3.28465173379216,0.235985741529491,-5.91105760141091,0.423286139408966,3.74520924429557,0.363473784745248,"overall warnings",""
"84",2021-08-09,3.30877959959942,0.243046881686054,-5.62155806125102,0.440172548835625,4.02193900264588,0.375761476082353,"overall warnings",""
"85",2021-08-10,2.79632280828132,0.252130127305856,-5.11313882325676,0.509901483899444,4.6298391503886,0.470954671276561,"overall warnings",""
"86",2021-08-11,2.00554010306281,0.223951598270479,-3.53001896086795,0.391339675382231,3.14641325612726,0.352075762405303,"overall warnings",""
"87",2021-08-12,1.91150580499733,0.189540378191033,-3.8655344635963,0.455132575471592,3.02406744257695,0.448459172777104,"overall warnings",""
"88",2021-08-13,3.09033877920554,0.242886875917932,-4.99348308072718,0.458757624971035,3.73093689510942,0.430916517812483,"overall warnings",""
"89",2021-08-14,2.50718652133664,0.221367346320484,-4.09142888204072,0.46472069648455,3.89056236178402,0.491364767387007,"overall warnings",""
"90",2021-08-15,2.68107861515794,0.234521584224551,-5.25915334022641,0.522313025801489,4.43852744839799,0.535516328564477,"overall warnings",""
"91",2021-08-16,2.07226148669038,0.194062805790805,-4.18203108966669,0.436175839249354,3.65272218175475,0.510783075916169,"overall warnings",""
"92",2021-08-17,1.74721406141701,0.260532093711227,-5.30651250472249,0.762261182276188,5.42104035121046,0.70841209810913,"overall warnings",""
"93",2021-08-18,1.86571843190468,0.224872566866777,-3.53701723788932,0.394879358285349,3.98990032484429,0.459986949805737,"overall warnings",""
"94",2021-08-19,2.15661678437573,0.207077125455544,-4.04088018159265,0.387747626035977,4.54321470901076,0.466004104855227,"overall warnings",""
"95",2021-08-20,2.0280333427361,0.182663777764066,-3.86337440546128,0.378432128477851,4.92814522934064,0.535553763376801,"overall warnings",""
"96",2021-08-21,2.57656602850884,0.222677388146458,-4.94626574567828,0.411849514266458,5.57031335200547,0.544029754269227,"overall warnings",""
"97",2021-08-22,2.05705441523917,0.214453378455968,-4.49975051653163,0.428559746677617,3.90170044081325,0.43429074468192,"overall warnings",""
"98",2021-08-23,2.41914665701762,0.231610573446343,-4.59384645024118,0.431610189310337,2.84306281546976,0.465201111242759,"overall warnings",""
