"date","GPP_mean","GPP_se_mean","GPP_sd","GPP_2.5pct","GPP_25pct","GPP_50pct","GPP_75pct","GPP_97.5pct","GPP_n_eff","GPP_Rhat","ER_mean","ER_se_mean","ER_sd","ER_2.5pct","ER_25pct","ER_50pct","ER_75pct","ER_97.5pct","ER_n_eff","ER_Rhat","DO_R2_mean","DO_R2_se_mean","DO_R2_sd","DO_R2_2.5pct","DO_R2_25pct","DO_R2_50pct","DO_R2_75pct","DO_R2_97.5pct","DO_R2_n_eff","DO_R2_Rhat","GPP_daily_mean","GPP_daily_se_mean","GPP_daily_sd","GPP_daily_2.5pct","GPP_daily_25pct","GPP_daily_50pct","GPP_daily_75pct","GPP_daily_97.5pct","GPP_daily_n_eff","GPP_daily_Rhat","ER_daily_mean","ER_daily_se_mean","ER_daily_sd","ER_daily_2.5pct","ER_daily_25pct","ER_daily_50pct","ER_daily_75pct","ER_daily_97.5pct","ER_daily_n_eff","ER_daily_Rhat","K600_daily_mean","K600_daily_se_mean","K600_daily_sd","K600_daily_2.5pct","K600_daily_25pct","K600_daily_50pct","K600_daily_75pct","K600_daily_97.5pct","K600_daily_n_eff","K600_daily_Rhat","K600_daily_predlog_mean","K600_daily_predlog_se_mean","K600_daily_predlog_sd","K600_daily_predlog_2.5pct","K600_daily_predlog_25pct","K600_daily_predlog_50pct","K600_daily_predlog_75pct","K600_daily_predlog_97.5pct","K600_daily_predlog_n_eff","K600_daily_predlog_Rhat","valid_day","warnings","errors"
2019-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","data don't start when expected"
2019-06-01,0.0568891577235927,0.000871301130892364,0.0543524710350479,0.00125652211714631,0.0164050303958128,0.0409314527062579,0.0798983834372008,0.201872281636381,3891.36556165344,0.998915477962034,-0.50446464141722,0.00719100216093615,0.307771799107825,-1.19579005654519,-0.701881178014584,-0.452442442224865,-0.273145392362618,-0.0459990884013603,1831.80317731352,1.00049093501506,0.998901084179064,7.06668992029552e-06,0.000160876070776515,0.998577015741006,0.998795649160748,0.998910664332422,0.999007372994201,0.999200741430125,518.263746843759,1.0045395976964,0.056889157723437,0.000871301130889979,0.0543524710348992,0.00125652211714288,0.0164050303957679,0.0409314527061459,0.0798983834369822,0.201872281635829,3891.36556165344,0.998915477962035,-0.50446464141722,0.00719100216093615,0.307771799107825,-1.19579005654519,-0.701881178014583,-0.452442442224865,-0.273145392362619,-0.0459990884013603,1831.80317731352,1.00049093501506,0.450755564361831,0.0070030798736574,0.271478424438894,0.035165826867642,0.245907100966619,0.412688491994029,0.631184662421744,1.05919994441092,1502.76987555464,1.00325217880731,2.21378136345283,0.00126783247090711,0.0319678081054059,2.14958514744688,2.19192277477798,2.21406160590263,2.23544760912718,2.27631152623682,635.772850584995,1.00634232628382,TRUE,"",""
2019-06-02,0.122811571543223,0.00189103189892235,0.0929215276055136,0.00577168159838988,0.0490511760669368,0.102619677080341,0.17770262201535,0.344739988945485,2414.54315606013,1.00031981351068,-3.3134082528065,0.0182439142184977,0.80619103277729,-4.89994883559756,-3.88302689004224,-3.29540288626389,-2.75209663016327,-1.80009129804225,1952.71959050329,0.999544169458134,0.997061448126378,2.35908910415555e-05,0.000444279667585074,0.996119545079562,0.996784189554018,0.997098535409886,0.997355204174224,0.997869095270047,354.669781194215,1.0090328710461,0.122811571542887,0.00189103189891718,0.0929215276052592,0.00577168159837408,0.0490511760668025,0.10261967708006,0.177702622014863,0.344739988944541,2414.54315606013,1.00031981351068,-3.3134082528065,0.0182439142184977,0.806191032777291,-4.89994883559757,-3.88302689004224,-3.29540288626389,-2.75209663016327,-1.80009129804225,1952.71959050329,0.999544169458134,4.00070387524187,0.0196432914261356,0.885153252731651,2.3501671452246,3.37989130915514,4.00389229754714,4.58378560552039,5.79478073152186,2030.52536763231,0.999553293938634,2.21378136345283,0.00126783247090711,0.0319678081054059,2.14958514744688,2.19192277477798,2.21406160590263,2.23544760912718,2.27631152623682,635.772850584995,1.00634232628382,TRUE,"",""
2019-06-03,0.10921692989083,0.00156457758459007,0.0780218242223013,0.00431616007279991,0.0471506498528409,0.0933922673958182,0.157367761100347,0.277981426128479,2486.78358975498,1.00002038511977,-5.68644332573354,0.0287806884582124,1.13842578783025,-8.0944731195006,-6.41367123943579,-5.64540775068204,-4.94637404636138,-3.52001561077312,1564.61357141907,1.00133472406144,0.998496844263391,1.12478161718961e-05,0.000225865299461899,0.998021581665553,0.99834621231315,0.998502638629772,0.998658191376985,0.998915675341794,403.239073077588,1.00796108352627,0.109216929890531,0.00156457758458579,0.0780218242220878,0.0043161600727881,0.0471506498527119,0.0933922673955626,0.157367761099916,0.277981426127718,2486.78358975498,1.00002038511977,-5.68644332573354,0.0287806884582124,1.13842578783025,-8.09447311950062,-6.41367123943579,-5.64540775068203,-4.94637404636137,-3.52001561077312,1564.61357141907,1.00133472406144,9.93267153824679,0.0512596915360031,2.01090986874276,6.03818801134925,8.60956663565888,9.89562135214845,11.2245185679524,14.0712966312359,1538.98091480411,1.00187381848604,2.21378136345283,0.00126783247090711,0.0319678081054059,2.14958514744688,2.19192277477798,2.21406160590263,2.23544760912718,2.27631152623682,635.772850584995,1.00634232628382,TRUE,"",""
2019-06-04,0.133252648997642,0.00194003517041844,0.0905955277962354,0.007029150714072,0.0613871464897249,0.118851961389729,0.188687078414583,0.338508093449865,2180.69191043011,0.999575285851901,-4.28525777793968,0.0202506859957565,0.910698229704626,-6.07096734691214,-4.88385004607847,-4.29485688648241,-3.65828958248676,-2.50910791854947,2022.41140393708,0.999606112614413,0.996893167192145,2.03976053658855e-05,0.000461048504110195,0.995883392503116,0.996610391555027,0.996921524162172,0.997217174593619,0.997693406585054,510.898778284489,1.00989524381726,0.133252648997277,0.00194003517041313,0.0905955277959875,0.00702915071405276,0.0613871464895569,0.118851961389404,0.188687078414066,0.338508093448938,2180.69191043011,0.999575285851901,-4.28525777793968,0.0202506859957565,0.910698229704626,-6.07096734691214,-4.88385004607846,-4.29485688648242,-3.65828958248676,-2.50910791854948,2022.41140393708,0.999606112614413,10.3503106711685,0.049612762484169,2.18994409216284,6.14668387365606,8.83171603118634,10.3658343608229,11.837522156518,14.72450677693,1948.4050036704,0.999433522925593,2.21378136345283,0.00126783247090711,0.0319678081054059,2.14958514744688,2.19192277477798,2.21406160590263,2.23544760912718,2.27631152623682,635.772850584995,1.00634232628382,TRUE,"",""
2019-06-05,0.154884077468885,0.00219078891265977,0.102386194759302,0.00824529849750002,0.0747713438543587,0.138827066012953,0.221317583069748,0.390188611971424,2184.14635574742,1.00136852205357,-3.62388781602393,0.0237894502450376,0.837396666165366,-5.30374025629555,-4.17518170020611,-3.62845378186921,-3.06224616208008,-1.95568666664209,1239.06372637935,1.00114930767902,0.996888880400322,1.91857775760157e-05,0.000465540348426611,0.995938153602283,0.996588230982544,0.996912689739745,0.997214630972941,0.997738433640802,588.78378887391,1.00658987722986,0.154884077468461,0.00219078891265377,0.102386194759022,0.00824529849747744,0.074771343854154,0.138827066012573,0.221317583069142,0.390188611970356,2184.14635574743,1.00136852205357,-3.62388781602393,0.0237894502450376,0.837396666165366,-5.30374025629556,-4.17518170020611,-3.62845378186921,-3.06224616208009,-1.95568666664209,1239.06372637935,1.00114930767902,10.6642022388458,0.072750787077924,2.52035860429946,5.77000695400173,8.97029070747116,10.6872964353859,12.2749046106889,15.8725577509965,1200.18800877393,1.000523643688,2.21378136345283,0.00126783247090711,0.0319678081054059,2.14958514744688,2.19192277477798,2.21406160590263,2.23544760912718,2.27631152623682,635.772850584995,1.00634232628382,TRUE,"",""
2019-06-06,0.154510998750362,0.00233032070561523,0.105661064333119,0.00829048514051853,0.069627193643027,0.13579574108982,0.222065827074857,0.397327135634892,2055.88384580218,0.999793412195172,-3.72683057443541,0.0216535642211846,0.861069672485003,-5.41762728715967,-4.29562778498539,-3.72181340094623,-3.12451895276697,-2.09350478855146,1581.31285684517,1.00128313627878,0.990302315982209,6.48807417032582e-05,0.00145282007696849,0.987260797886019,0.98936353778692,0.990360128631654,0.991310726176326,0.993005892359502,501.408917701344,1.00682197695541,0.154510998749939,0.00233032070560885,0.10566106433283,0.00829048514049584,0.0696271936428364,0.135795741089448,0.222065827074249,0.397327135633805,2055.88384580218,0.999793412195172,-3.72683057443541,0.0216535642211846,0.861069672485003,-5.41762728715966,-4.29562778498538,-3.72181340094624,-3.12451895276697,-2.09350478855145,1581.31285684517,1.00128313627878,12.3006621701805,0.0715656453986567,2.81275517805312,6.90973808190397,10.3226322544057,12.2577922063001,14.1965712971744,17.8221218693921,1544.73747042665,1.00235515746308,2.21378136345283,0.00126783247090711,0.0319678081054059,2.14958514744688,2.19192277477798,2.21406160590263,2.23544760912718,2.27631152623682,635.772850584995,1.00634232628382,TRUE,"",""
2019-06-07,0.146069292718794,0.00217569314645239,0.0986866192812942,0.00942679376720923,0.0683190804711259,0.129756660384894,0.207578193507206,0.376522421791971,2057.41193918585,1.00058330070031,-3.42550566401956,0.019472316486901,0.779492019431984,-5.00821078444508,-3.92512975150963,-3.40154544073653,-2.88573231551013,-1.93168941396903,1602.46335585551,1.0018638248183,0.99483120657377,3.0914778467409e-05,0.000749819940010982,0.99327620362893,0.994348420832099,0.994882243783643,0.995359750599977,0.996202262481034,588.276762211343,1.00486231823482,0.146069292718394,0.00217569314644644,0.0986866192810241,0.00942679376718344,0.0683190804709389,0.129756660384539,0.207578193506637,0.37652242179094,2057.41193918584,1.00058330070031,-3.42550566401956,0.019472316486901,0.779492019431984,-5.00821078444508,-3.92512975150962,-3.40154544073653,-2.88573231551013,-1.93168941396903,1602.46335585551,1.0018638248183,12.5055496977226,0.0685185312631609,2.72969698058266,7.25158653396763,10.6577501247026,12.4624803024999,14.3008421041738,18.0703167026325,1587.13105212871,1.00053247356061,2.21378136345283,0.00126783247090711,0.0319678081054059,2.14958514744688,2.19192277477798,2.21406160590263,2.23544760912718,2.27631152623682,635.772850584995,1.00634232628382,TRUE,"",""
2019-06-08,0.156963178756464,0.00229372912672654,0.0993985370476633,0.0101139560696442,0.0815056203161898,0.141477278939883,0.218672363140898,0.378985117862883,1877.91411398203,0.99912974087442,-3.42629806150945,0.0203011067325071,0.742583249544933,-4.91503557698354,-3.90345276537576,-3.44065769256846,-2.90962336331705,-2.01718964065724,1337.98384038279,0.999662993427365,0.99735946741333,1.78868586711907e-05,0.000395052454316129,0.996546580627877,0.997102084999751,0.997377173551728,0.99762033557337,0.998097716692757,487.799529910575,1.00898550008619,0.156963178756034,0.00229372912672026,0.0993985370473912,0.0101139560696166,0.0815056203159667,0.141477278939495,0.218672363140299,0.378985117861846,1877.91411398203,0.99912974087442,-3.42629806150945,0.0203011067325071,0.742583249544933,-4.91503557698354,-3.90345276537576,-3.44065769256847,-2.90962336331705,-2.01718964065724,1337.98384038279,0.999662993427365,12.6561913996131,0.0735312799352515,2.71025064610782,7.53707784396735,10.7609456634725,12.6375800986918,14.452795850057,17.8380315196959,1358.54698172429,0.999842804935677,2.21378136345283,0.00126783247090711,0.0319678081054059,2.14958514744688,2.19192277477798,2.21406160590263,2.23544760912718,2.27631152623682,635.772850584995,1.00634232628382,TRUE,"",""
2019-06-09,0.148794480550828,0.00248534562656169,0.101722627435197,0.00834483280949258,0.0669375102759152,0.13491915760265,0.21048869141093,0.379945568501333,1675.18028376331,0.999369722674566,-3.12038563364305,0.0205059870686325,0.726774937526985,-4.5737003369074,-3.5843195667383,-3.11781565633494,-2.62059403108624,-1.7649462517981,1256.1413920219,1.00145013209993,0.996164479136864,2.37720037335567e-05,0.000545833033845164,0.995053349014834,0.995796807493434,0.996192680091228,0.99654635315986,0.997171274206288,527.215356510606,1.00063883132315,0.148794480550421,0.00248534562655488,0.101722627434918,0.00834483280946974,0.0669375102757319,0.134919157602281,0.210488691410354,0.379945568500294,1675.18028376331,0.999369722674566,-3.12038563364305,0.0205059870686325,0.726774937526985,-4.57370033690741,-3.5843195667383,-3.11781565633494,-2.62059403108624,-1.7649462517981,1256.1413920219,1.00145013209993,12.3299545005819,0.0733237849407482,2.67077940065278,7.32575828846837,10.517166212505,12.2741123582633,14.1188619834568,17.7692415874239,1326.74141448586,1.00159577596645,2.21378136345283,0.00126783247090711,0.0319678081054059,2.14958514744688,2.19192277477798,2.21406160590263,2.23544760912718,2.27631152623682,635.772850584995,1.00634232628382,TRUE,"",""
