"date_index","time_index","index","err_obs_iid_sigma_mean","err_obs_iid_sigma_se_mean","err_obs_iid_sigma_sd","err_obs_iid_sigma_2.5pct","err_obs_iid_sigma_25pct","err_obs_iid_sigma_50pct","err_obs_iid_sigma_75pct","err_obs_iid_sigma_97.5pct","err_obs_iid_sigma_n_eff","err_obs_iid_sigma_Rhat","err_proc_iid_sigma_mean","err_proc_iid_sigma_se_mean","err_proc_iid_sigma_sd","err_proc_iid_sigma_2.5pct","err_proc_iid_sigma_25pct","err_proc_iid_sigma_50pct","err_proc_iid_sigma_75pct","err_proc_iid_sigma_97.5pct","err_proc_iid_sigma_n_eff","err_proc_iid_sigma_Rhat","lp___mean","lp___se_mean","lp___sd","lp___2.5pct","lp___25pct","lp___50pct","lp___75pct","lp___97.5pct","lp___n_eff","lp___Rhat"
NA,NA,1,0.00850924151963007,2.13607228296945e-05,0.000160327820047065,0.00822381048515243,0.00839116557446767,0.0085060160534895,0.00861659457705547,0.00882886458249527,56.3359841558755,1.04846020586589,2.96470586620632,0.000388712202260443,0.0145881831654514,2.9366181562515,2.95473546254937,2.96479203585263,2.97478852178226,2.99277397945814,1408.46502522692,1.00044235939824,210585.698954817,69.4151042246233,506.64215049626,209589.635384269,210245.966586752,210591.052173061,210971.10507311,211504.811113156,53.2714694627538,1.05199802422171
