"date_index","time_index","index","K600_daily_sigma_mean","K600_daily_sigma_se_mean","K600_daily_sigma_sd","K600_daily_sigma_2.5pct","K600_daily_sigma_25pct","K600_daily_sigma_50pct","K600_daily_sigma_75pct","K600_daily_sigma_97.5pct","K600_daily_sigma_n_eff","K600_daily_sigma_Rhat"
NA,NA,1,3.21165215635438,0.00544636496324885,0.138527951532031,2.95116624110009,3.11747089216941,3.21188583879907,3.30200005690319,3.49188273928918,646.936037125696,1.00677215018903
