"date","GPP","GPP.lower","GPP.upper","ER","ER.lower","ER.upper","msgs.fit","warnings","errors"
2019-06-07,NA,NA,NA,NA,NA,NA,"w     E","",""
2019-06-08,0.0484699095816623,0.00201805713890504,0.202483712759522,-3.12071319131921,-3.74221968665388,-2.48365531357271,"w      ","",""
2019-06-09,0.359928917937914,0.121328131991986,0.620129664042957,-2.71856648722978,-3.56131644414142,-2.01037907270796,"w      ","",""
2019-06-10,0.421609568182447,0.13340112738639,0.723056124276926,-2.68377744820978,-3.61160259873837,-1.8730110767714,"w      ","",""
2019-06-11,0.39318260763308,0.0717979679715075,0.725922996411492,-2.98847772038487,-4.15696519905817,-2.04411022681754,"w      ","",""
2019-06-12,0.674680192459542,0.255882972721735,1.07082099154904,-3.14777635742937,-4.26162676061505,-1.88667776529952,"w      ","",""
2019-06-13,0.663719535616142,0.346991341651316,1.00181523976968,-3.61466391886502,-4.75956331220913,-2.5331956573191,"w      ","",""
2019-06-14,NA,NA,NA,NA,NA,NA,"w     E","",""
2019-06-15,0.483638168047894,0.130969409297237,0.826472900934864,-2.83030139750742,-4.00738483040347,-1.56165863738271,"w      ","",""
2019-06-16,0.539165994088012,0.197108699855584,0.932910393412861,-2.85832856888811,-4.149027295313,-1.74124075774341,"w      ","",""
2019-06-17,0.140238190599931,6.57752086525509e-05,0.406627436519749,-2.09888866655851,-3.3421606065618,-1.18160629327715,"w      ","",""
2019-06-18,0.794708773479977,0.35493751591239,1.19058033749183,-3.0293173381094,-4.35582952892519,-1.61670087984047,"w      ","",""
2019-06-19,0.313464654964303,0.0962933376949335,0.55885998834205,-2.18368288604892,-3.35573742774414,-1.10381980898298,"w      ","",""
2019-06-20,0.436642512307498,0.150136139952396,0.797200940653942,-2.27125317501645,-3.47060481862791,-1.45356126527545,"w      ","",""
2019-06-21,NA,NA,NA,NA,NA,NA,"w     E","",""
2019-06-22,NA,NA,NA,NA,NA,NA,"w     E","",""
2019-06-23,0.375909794509139,0.125708484124617,0.62650023951305,-0.521686501676575,-1.35132078916681,-0.0757601525763742,"w      ","",""
2019-06-24,0.688035928542363,0.366453241852802,1.13296099916568,-2.81719359274196,-4.18449665209683,-1.81492457589971,"w      ","",""
2019-06-25,0.496696245554357,0.221389214480642,0.777553235641728,-1.77439068946379,-2.53948794147722,-1.01603075195514,"w      ","",""
2019-06-26,0.417532436935213,0.177966083885301,0.697981533511649,-2.0854237735523,-2.9956398861843,-1.3141110754995,"w      ","",""
2019-06-27,0.317572363899427,0.0911622365198251,0.591370773776772,-1.60943109177059,-2.6002364998995,-0.822444773474937,"w      ","",""
2019-06-28,NA,NA,NA,NA,NA,NA,"w     E","",""
2019-06-29,0.70260773168295,0.454429105103238,0.98380997150735,-2.8532567642998,-3.69341295658318,-2.02272926451126,"w      ","",""
2019-06-30,0.122179365815567,0.021775514726562,0.308571666182663,-2.16656533241319,-4.18709539758787,-0.0126221403451295,"w      ","",""
2019-07-01,0.706220567269704,0.40412523153077,1.03174309752389,-2.6686661340159,-3.76714648014076,-1.73621020965606,"w      ","",""
2019-07-02,0.439471545158451,0.240089344379253,0.685271588239277,-1.95734281653753,-2.70721151647899,-1.2647479488797,"w      ","",""
2019-07-03,0.711592152013753,0.36311400684259,1.036791294181,-2.20187847918809,-3.08367292722077,-1.06301980953852,"w      ","",""
2019-07-04,0.627457145526917,0.296207796290986,0.937101610863657,-2.59117227524257,-3.68824946872656,-1.48632140408116,"w      ","",""
2019-07-05,0.602084599390307,0.353451684852986,0.909373598197849,-2.5031881836054,-3.41286381411583,-1.76073153515722,"w      ","",""
2019-07-06,0.407871145784875,0.169837040440682,0.624828686152753,-2.32697798131665,-3.18928326328297,-1.45423638515454,"w      ","",""
2019-07-07,0.622801434987119,0.358248042790152,0.917381942960051,-2.79099162479649,-3.79748044302887,-1.70469703125372,"w      ","",""
2019-07-08,1.08906755739244,0.689383161886794,1.40447277680646,-3.12119320443244,-3.94075961652773,-2.16154032483273,"w      ","",""
2019-07-09,0.895137974389889,0.627790106698141,1.13500350880121,-2.72515565480687,-3.36921746307637,-2.05510675980292,"w      ","",""
2019-07-10,1.0701047549027,0.777526628694125,1.35659253268877,-3.45314820057343,-4.23302721620642,-2.5213717495656,"w      ","",""
2019-07-11,NA,NA,NA,NA,NA,NA,"w     E","",""
2019-07-12,0.199627066074264,0.0384816552603905,0.404727826061726,-0.553503167714006,-1.65673274407529,-0.0340688984629079,"w      ","",""
2019-07-13,0.310618940223991,0.112429452333157,0.529815454189951,-1.62588270419734,-2.39711135044177,-0.878213147093896,"w      ","",""
2019-07-14,0.711113210817872,0.403052211010286,1.04648885590808,-2.94947024981148,-4.0454508129667,-1.98135617499743,"w      ","",""
2019-07-15,0.71081572154411,0.341121497836607,1.04421119913233,-2.71481301329942,-3.60670731021671,-1.628904001604,"w      ","",""
2019-07-16,0.751438363995458,0.327791954935988,1.15861126506593,-3.07525158058655,-4.44818569019686,-1.59301251501394,"w      ","",""
2019-07-17,0.748652055954592,0.459647239167644,1.03014294163577,-2.65591848088566,-3.42905427030768,-1.88795707795834,"w      ","",""
2019-07-18,0.796287089746704,0.438069870969321,1.17656064858186,-3.24589611510253,-4.47973488015513,-1.93467581691985,"w      ","",""
2019-07-19,NA,NA,NA,NA,NA,NA,"w     E","",""
2019-07-20,NA,NA,NA,NA,NA,NA,"w     E","",""
2019-07-21,NA,NA,NA,NA,NA,NA,"w     E","",""
2019-07-22,NA,NA,NA,NA,NA,NA,"w     E","",""
2019-07-23,NA,NA,NA,NA,NA,NA,"w     E","",""
