"date","GPP","GPP.lower","GPP.upper","ER","ER.lower","ER.upper","msgs.fit","warnings","errors"
2019-08-26,0.872864876023315,0.360983725445304,1.40830434608806,-21.7608860806145,-28.1323581764484,-13.7323897759727,"w      ","",""
2019-08-27,NA,NA,NA,NA,NA,NA,"w     E","",""
2019-08-28,0.309072512136661,0.0187342064270525,0.707540005343577,-20.0591428641682,-27.2049952807191,-13.3829612037773,"w      ","",""
2019-08-29,0.297155428195099,0.0415299312363095,0.768866064439007,-18.5830382419599,-24.9371526398589,-12.2073298951499,"w      ","",""
2019-08-30,0.631832493152747,0.198123404738437,1.10012335569932,-18.8476589447295,-24.1691437105993,-13.0833816214616,"w      ","",""
2019-08-31,NA,NA,NA,NA,NA,NA,"w     E","",""
2019-09-13,NA,NA,NA,NA,NA,NA,"w     E","",""
2019-09-20,NA,NA,NA,NA,NA,NA,"w     E","",""
2019-09-22,NA,NA,NA,NA,NA,NA,"w     E","",""
2019-09-23,0.0502552736078335,0.00192520510945781,0.235272284951394,-12.6118224076885,-18.0939917414631,-7.4659439646338,"w      ","",""
2019-09-24,0.141889345463187,0.0116718283589679,0.436396721390338,-14.3161369517375,-19.8472622039263,-9.44865114300769,"w      ","",""
2019-09-25,0.107998967895408,0.00276799107390588,0.380371618469908,-14.2671896154659,-20.3073263282052,-6.95440997988019,"w      ","",""
2019-09-26,NA,NA,NA,NA,NA,NA,"w     E","",""
2019-09-27,0.10258406798564,0.00402019899888567,0.370860953290934,-13.5608802462758,-18.4365986646658,-9.57326652016553,"w      ","",""
2019-09-28,0.191285609330842,0.0166439895732264,0.520545362408001,-14.7534727529972,-19.484849859453,-9.51038556015532,"w      ","",""
2019-09-29,0.152693995231673,0.00983057454130171,0.499164605439226,-15.0672166638813,-20.2691081406647,-8.20083680973203,"w      ","",""
2019-09-30,0.126059407650159,0.0104283926704944,0.393965655233495,-14.5849864007751,-21.2893094565959,-8.73971695165496,"w      ","",""
2019-10-01,0.255999788242228,0.00150306395723316,0.63168248545829,-5.60084372752419,-10.0594208234416,-1.64018519641075,"w      ","",""
2019-10-02,0.301104129633873,0.0267132754424472,0.710033248347595,-5.31187316939356,-9.18494425078525,-2.02310302610351,"w      ","",""
2019-10-03,0.0551801600829726,0.00374970598810899,0.249931028628552,-7.8465327908694,-14.5455862388807,-2.80135431811689,"w      ","",""
2019-10-04,0.12484471911112,0.00605182296778241,0.419229826508463,-18.0530204857435,-25.4923691949469,-10.0471507428332,"w      ","",""
2019-10-05,0.105454571910047,0.00618034001869876,0.322752053961099,-12.3437471983429,-18.8774983499006,-6.91997283361932,"w      ","",""
2019-10-06,0.0900380894467308,0.00194646029198595,0.318364259475156,-12.3242186316908,-18.7870468100362,-4.54734622874454,"w      ","",""
2019-10-07,0.0716864711879224,0.000491566748471289,0.315069455836181,-12.1463982726039,-18.2121701998393,-7.24147305566246,"w      ","",""
2019-10-08,0.128091669124139,0.00842367053579347,0.39803015521617,-14.6748118486564,-20.4122992491871,-9.54060965656313,"w      ","",""
2019-10-09,NA,NA,NA,NA,NA,NA,"w     E","",""
2020-06-11,NA,NA,NA,NA,NA,NA,"w     E","",""
2020-06-12,1.38743809682328,0.693154459582338,2.1794798100578,-9.00447755513359,-12.1009654688293,-5.89093865914081,"w      ","",""
